Sales_Person,Country,Product,Date,Amount,Boxes_Shipped,Year,Month,Day,Day_Name,Day_of_Week,Week,Quarter,Weekend,Revenue_per_Box,Product_ID,Country_ID,Salesperson_ID,Lag_1,Lag_7,Rolling_7,Rolling_30
Barr Faughny,Canada,Manuka Honey Choco,2022-08-25,3402,249,2022,8,25,Thursday,3,34,3,0,13.662650602409638,12,1,1,8.0,86.0,180.42857142857142,182.6
Mallorie Waber,UK,Milk Bars,2022-01-10,3563,284,2022,1,10,Monday,0,2,1,0,12.545774647887324,13,4,18,0.0,0.0,0.0,0.0
Oby Sorrel,New Zealand,Milk Bars,2022-01-12,4494,187,2022,1,12,Wednesday,2,2,1,0,24.032085561497325,13,3,20,284.0,0.0,0.0,0.0
Marney O'Breen,New Zealand,Milk Bars,2022-01-14,7490,315,2022,1,14,Friday,4,2,1,0,23.77777777777778,13,3,19,187.0,0.0,0.0,0.0
Karlen McCaffrey,USA,Milk Bars,2022-01-27,4389,7,2022,1,27,Thursday,3,4,1,0,627.0,13,5,15,315.0,0.0,0.0,0.0
Marney O'Breen,Canada,Milk Bars,2022-02-08,2436,309,2022,2,8,Tuesday,1,6,1,0,7.883495145631068,13,1,19,7.0,0.0,0.0,0.0
Gigi Bohling,Canada,Milk Bars,2022-02-10,3052,116,2022,2,10,Thursday,3,6,1,0,26.310344827586206,13,1,9,309.0,0.0,0.0,0.0
Andria Kimpton,UK,Milk Bars,2022-02-11,14336,293,2022,2,11,Friday,4,6,1,0,48.9283276450512,13,4,0,116.0,0.0,215.85714285714286,0.0
Curtice Advani,Australia,Milk Bars,2022-02-14,6979,18,2022,2,14,Monday,0,7,1,0,387.72222222222223,13,0,6,293.0,284.0,177.85714285714286,0.0
Beverie Moffet,Canada,Milk Bars,2022-02-16,8799,250,2022,2,16,Wednesday,2,7,1,0,35.196,13,1,2,18.0,187.0,186.85714285714286,0.0
Jehu Rudeforth,Canada,Milk Bars,2022-02-21,7203,12,2022,2,21,Monday,0,8,1,0,600.25,13,1,13,250.0,315.0,143.57142857142858,0.0
Brien Boise,India,Milk Bars,2022-02-22,13503,251,2022,2,22,Tuesday,1,8,1,0,53.79681274900398,13,2,3,12.0,7.0,178.42857142857142,0.0
Kelci Walkden,Australia,Milk Bars,2022-02-24,7910,125,2022,2,24,Thursday,3,8,1,0,63.28,13,0,16,251.0,309.0,152.14285714285714,0.0
Roddy Speechley,New Zealand,Milk Bars,2022-03-02,5446,116,2022,3,2,Wednesday,2,9,1,0,46.94827586206897,13,3,22,125.0,116.0,152.14285714285714,0.0
Husein Augar,USA,Milk Bars,2022-03-02,854,56,2022,3,2,Wednesday,2,9,1,0,15.25,13,5,11,116.0,293.0,118.28571428571429,0.0
Barr Faughny,UK,Milk Bars,2022-03-02,3864,430,2022,3,2,Wednesday,2,9,1,0,8.986046511627906,13,4,1,56.0,18.0,177.14285714285714,0.0
Dennison Crosswaite,UK,Milk Bars,2022-03-07,10808,407,2022,3,7,Monday,0,10,1,0,26.555282555282556,13,4,7,430.0,250.0,199.57142857142858,0.0
Jehu Rudeforth,Australia,Milk Bars,2022-03-18,8659,29,2022,3,18,Friday,4,11,1,0,298.58620689655174,13,0,13,407.0,12.0,202.0,0.0
Madelene Upcott,New Zealand,Milk Bars,2022-03-29,12558,403,2022,3,29,Tuesday,1,13,1,0,31.161290322580644,13,3,17,29.0,251.0,223.71428571428572,0.0
Curtice Advani,India,Milk Bars,2022-04-05,3437,201,2022,4,5,Tuesday,1,14,2,0,17.09950248756219,13,2,6,403.0,125.0,234.57142857142858,0.0
Kelci Walkden,India,Milk Bars,2022-04-15,966,107,2022,4,15,Friday,4,15,2,0,9.02803738317757,13,2,16,201.0,116.0,233.28571428571428,0.0
Beverie Moffet,India,Milk Bars,2022-04-15,1869,323,2022,4,15,Friday,4,15,2,0,5.786377708978328,13,2,2,107.0,56.0,271.42857142857144,0.0
Dennison Crosswaite,India,Milk Bars,2022-04-21,1526,96,2022,4,21,Thursday,3,16,2,0,15.895833333333334,13,2,7,323.0,430.0,223.71428571428572,0.0
Madelene Upcott,Canada,Milk Bars,2022-04-26,3612,82,2022,4,26,Tuesday,1,17,2,0,44.048780487804876,13,1,17,96.0,407.0,177.28571428571428,0.0
Kaine Padly,India,Milk Bars,2022-05-02,2905,91,2022,5,2,Monday,0,18,2,0,31.923076923076923,13,2,14,82.0,29.0,186.14285714285714,0.0
Jehu Rudeforth,UK,Milk Bars,2022-05-03,12068,227,2022,5,3,Tuesday,1,18,2,0,53.16299559471366,13,4,13,91.0,403.0,161.0,0.0
Dennison Crosswaite,USA,Milk Bars,2022-05-12,777,60,2022,5,12,Thursday,3,19,2,0,12.95,13,5,7,227.0,201.0,140.85714285714286,0.0
Roddy Speechley,USA,Milk Bars,2022-05-16,2807,252,2022,5,16,Monday,0,20,2,0,11.13888888888889,13,5,22,60.0,107.0,161.57142857142858,0.0
Gigi Bohling,UK,Milk Bars,2022-05-17,1365,232,2022,5,17,Tuesday,1,20,2,0,5.883620689655173,13,4,9,252.0,323.0,148.57142857142858,0.0
Jehu Rudeforth,New Zealand,Milk Bars,2022-05-18,2478,188,2022,5,18,Wednesday,2,20,2,0,13.180851063829786,13,3,13,232.0,96.0,161.71428571428572,0.0
Beverie Moffet,Australia,Milk Bars,2022-05-25,735,390,2022,5,25,Wednesday,2,21,2,0,1.8846153846153846,13,0,2,188.0,82.0,205.71428571428572,195.23333333333332
Kaine Padly,Australia,Milk Bars,2022-06-09,4046,89,2022,6,9,Thursday,3,23,2,0,45.46067415730337,13,0,14,390.0,91.0,205.42857142857142,188.73333333333332
Dennison Crosswaite,Australia,Milk Bars,2022-06-09,10038,286,2022,6,9,Thursday,3,23,2,0,35.0979020979021,13,0,7,89.0,227.0,213.85714285714286,192.03333333333333
Oby Sorrel,USA,Milk Bars,2022-06-14,1736,79,2022,6,14,Tuesday,1,24,2,0,21.974683544303797,13,5,20,286.0,60.0,216.57142857142858,184.16666666666666
Kaine Padly,USA,Milk Bars,2022-06-15,15491,58,2022,6,15,Wednesday,2,24,2,0,267.08620689655174,13,5,14,79.0,252.0,188.85714285714286,185.86666666666667
Gigi Bohling,USA,Milk Bars,2022-06-16,476,133,2022,6,16,Thursday,3,24,2,0,3.5789473684210527,13,5,9,58.0,232.0,174.71428571428572,180.0
Van Tuxwell,Australia,Milk Bars,2022-06-20,7910,87,2022,6,20,Monday,0,25,2,0,90.91954022988506,13,0,23,133.0,188.0,160.28571428571428,179.03333333333333
Oby Sorrel,Australia,Milk Bars,2022-06-21,7672,254,2022,6,21,Tuesday,1,25,2,0,30.20472440944882,13,0,20,87.0,390.0,140.85714285714286,177.73333333333332
Kelci Walkden,Canada,Milk Bars,2022-07-07,16016,28,2022,7,7,Thursday,3,27,3,0,572.0,13,1,16,254.0,89.0,132.14285714285714,178.06666666666666
Brien Boise,USA,Milk Bars,2022-07-07,14301,130,2022,7,7,Thursday,3,27,3,0,110.00769230769231,13,5,3,28.0,286.0,109.85714285714286,174.06666666666666
Oby Sorrel,UK,Milk Bars,2022-07-11,6468,223,2022,7,11,Monday,0,28,3,0,29.004484304932735,13,4,20,130.0,79.0,130.42857142857142,181.1
Roddy Speechley,Canada,Milk Bars,2022-07-13,609,32,2022,7,13,Wednesday,2,28,3,0,19.03125,13,1,22,223.0,58.0,126.71428571428571,173.8
Wilone O'Kielt,USA,Milk Bars,2022-07-15,5012,93,2022,7,15,Friday,4,28,3,0,53.89247311827957,13,5,24,32.0,133.0,121.0,172.73333333333332
Ches Bonnell,USA,Milk Bars,2022-07-21,2408,157,2022,7,21,Thursday,3,29,3,0,15.337579617834395,13,5,5,93.0,87.0,131.0,174.1
Van Tuxwell,UK,Milk Bars,2022-07-25,4263,90,2022,7,25,Monday,0,30,3,0,47.36666666666667,13,4,23,157.0,254.0,107.57142857142857,175.23333333333332
Brien Boise,Australia,Milk Bars,2022-07-27,1981,52,2022,7,27,Wednesday,2,30,3,0,38.09615384615385,13,0,3,90.0,28.0,111.0,162.63333333333333
Marney O'Breen,Australia,Milk Bars,2022-07-28,2464,387,2022,7,28,Thursday,3,30,3,0,6.366925064599483,13,0,19,52.0,130.0,147.71428571428572,161.96666666666667
Mallorie Waber,Australia,Milk Bars,2022-07-29,2779,104,2022,7,29,Friday,4,30,3,0,26.721153846153847,13,0,18,387.0,223.0,130.71428571428572,164.46666666666667
Ches Bonnell,New Zealand,Milk Bars,2022-08-17,4389,126,2022,8,17,Wednesday,2,33,3,0,34.833333333333336,13,3,5,104.0,32.0,144.14285714285714,155.23333333333332
Wilone O'Kielt,UK,Milk Bars,2022-08-26,301,65,2022,8,26,Friday,4,34,3,0,4.630769230769231,13,4,24,126.0,93.0,140.14285714285714,150.7
Jehu Rudeforth,UK,Mint Chip Choco,2022-01-04,5320,180,2022,1,4,Tuesday,1,1,1,0,29.555555555555557,14,4,13,0.0,0.0,0.0,0.0
Barr Faughny,India,Mint Chip Choco,2022-01-12,7413,465,2022,1,12,Wednesday,2,2,1,0,15.941935483870967,14,2,1,180.0,0.0,0.0,0.0
Van Tuxwell,Australia,Mint Chip Choco,2022-01-13,2674,295,2022,1,13,Thursday,3,2,1,0,9.064406779661017,14,0,23,465.0,0.0,0.0,0.0
Ches Bonnell,New Zealand,Mint Chip Choco,2022-01-18,9058,229,2022,1,18,Tuesday,1,3,1,0,39.55458515283843,14,3,5,295.0,0.0,0.0,0.0
Curtice Advani,New Zealand,Mint Chip Choco,2022-01-26,3220,265,2022,1,26,Wednesday,2,4,1,0,12.150943396226415,14,3,6,229.0,0.0,0.0,0.0
Rafaelita Blaksland,India,Mint Chip Choco,2022-01-26,15491,85,2022,1,26,Wednesday,2,4,1,0,182.24705882352941,14,2,21,265.0,0.0,0.0,0.0
Brien Boise,Canada,Mint Chip Choco,2022-01-28,5033,178,2022,1,28,Friday,4,4,1,0,28.275280898876403,14,1,3,85.0,0.0,242.42857142857142,0.0
Mallorie Waber,New Zealand,Mint Chip Choco,2022-01-31,1316,107,2022,1,31,Monday,0,5,1,0,12.299065420560748,14,3,18,178.0,180.0,232.0,0.0
Karlen McCaffrey,USA,Mint Chip Choco,2022-02-15,15652,53,2022,2,15,Tuesday,1,7,1,0,295.3207547169811,14,5,15,107.0,465.0,173.14285714285714,0.0
Andria Kimpton,New Zealand,Mint Chip Choco,2022-02-15,8848,211,2022,2,15,Tuesday,1,7,1,0,41.93364928909953,14,3,0,53.0,295.0,161.14285714285714,0.0
Ches Bonnell,Australia,Mint Chip Choco,2022-02-21,9660,92,2022,2,21,Monday,0,8,1,0,105.0,14,0,5,211.0,229.0,141.57142857142858,0.0
Dotty Strutley,USA,Mint Chip Choco,2022-02-21,5292,248,2022,2,21,Monday,0,8,1,0,21.338709677419356,14,5,8,92.0,265.0,139.14285714285714,0.0
Barr Faughny,New Zealand,Mint Chip Choco,2022-02-21,6440,145,2022,2,21,Monday,0,8,1,0,44.41379310344828,14,3,1,248.0,85.0,147.71428571428572,0.0
Jan Morforth,Australia,Mint Chip Choco,2022-02-22,17626,103,2022,2,22,Tuesday,1,8,1,0,171.126213592233,14,0,12,145.0,178.0,137.0,0.0
Karlen McCaffrey,New Zealand,Mint Chip Choco,2022-03-02,4326,61,2022,3,2,Wednesday,2,9,1,0,70.91803278688525,14,3,15,103.0,107.0,130.42857142857142,0.0
Curtice Advani,India,Mint Chip Choco,2022-03-03,8155,96,2022,3,3,Thursday,3,9,1,0,84.94791666666667,14,2,6,61.0,53.0,136.57142857142858,0.0
Madelene Upcott,New Zealand,Mint Chip Choco,2022-03-11,7413,4,2022,3,11,Friday,4,10,1,0,1853.25,14,3,17,96.0,211.0,107.0,0.0
Dennison Crosswaite,India,Mint Chip Choco,2022-03-23,13573,138,2022,3,23,Wednesday,2,12,1,0,98.35507246376811,14,2,7,4.0,92.0,113.57142857142857,0.0
Jan Morforth,Canada,Mint Chip Choco,2022-04-01,1064,211,2022,4,1,Friday,4,13,2,0,5.042654028436019,14,1,12,138.0,248.0,108.28571428571429,0.0
Dennison Crosswaite,New Zealand,Mint Chip Choco,2022-04-05,6454,417,2022,4,5,Tuesday,1,14,2,0,15.477218225419664,14,3,7,211.0,145.0,147.14285714285714,0.0
Ches Bonnell,UK,Mint Chip Choco,2022-04-08,2688,209,2022,4,8,Friday,4,14,2,0,12.861244019138756,14,4,5,417.0,103.0,162.28571428571428,0.0
Dennison Crosswaite,Canada,Mint Chip Choco,2022-04-08,1694,289,2022,4,8,Friday,4,14,2,0,5.86159169550173,14,1,7,209.0,61.0,194.85714285714286,0.0
Dotty Strutley,India,Mint Chip Choco,2022-04-14,1260,239,2022,4,14,Thursday,3,15,2,0,5.2719665271966525,14,2,8,289.0,96.0,215.28571428571428,0.0
Madelene Upcott,Australia,Mint Chip Choco,2022-05-02,2751,153,2022,5,2,Monday,0,18,2,0,17.980392156862745,14,0,17,239.0,4.0,236.57142857142858,0.0
Roddy Speechley,Australia,Mint Chip Choco,2022-05-05,6797,252,2022,5,5,Thursday,3,18,2,0,26.97222222222222,14,0,22,153.0,138.0,252.85714285714286,0.0
Kaine Padly,Australia,Mint Chip Choco,2022-05-17,4403,159,2022,5,17,Tuesday,1,20,2,0,27.69182389937107,14,0,14,252.0,211.0,245.42857142857142,0.0
Brien Boise,USA,Mint Chip Choco,2022-05-25,10577,150,2022,5,25,Wednesday,2,21,2,0,70.51333333333334,14,5,3,159.0,417.0,207.28571428571428,0.0
Camilla Castle,UK,Mint Chip Choco,2022-05-26,4977,317,2022,5,26,Thursday,3,21,2,0,15.700315457413248,14,4,4,150.0,209.0,222.71428571428572,0.0
Beverie Moffet,New Zealand,Mint Chip Choco,2022-06-09,4361,97,2022,6,9,Thursday,3,23,2,0,44.95876288659794,14,3,2,317.0,289.0,195.28571428571428,0.0
Camilla Castle,New Zealand,Mint Chip Choco,2022-06-13,1162,190,2022,6,13,Monday,0,24,2,0,6.11578947368421,14,3,4,97.0,239.0,188.28571428571428,187.93333333333334
Van Tuxwell,New Zealand,Mint Chip Choco,2022-06-27,4046,103,2022,6,27,Monday,0,26,2,0,39.28155339805825,14,3,23,190.0,153.0,181.14285714285714,185.36666666666667
Mallorie Waber,UK,Mint Chip Choco,2022-06-29,6384,2,2022,6,29,Wednesday,2,26,2,0,3192.0,14,4,18,103.0,252.0,145.42857142857142,169.93333333333334
Jan Morforth,New Zealand,Mint Chip Choco,2022-06-30,18340,285,2022,6,30,Thursday,3,26,2,0,64.35087719298245,14,3,12,2.0,159.0,163.42857142857142,169.6
Gunar Cockshoot,Canada,Mint Chip Choco,2022-07-01,7756,410,2022,7,1,Friday,4,26,3,0,18.917073170731708,14,1,10,285.0,150.0,200.57142857142858,175.63333333333333
Barr Faughny,UK,Mint Chip Choco,2022-07-07,3724,316,2022,7,7,Thursday,3,27,3,0,11.784810126582279,14,4,1,410.0,317.0,200.42857142857142,177.33333333333334
Dotty Strutley,UK,Mint Chip Choco,2022-07-14,2443,216,2022,7,14,Thursday,3,28,3,0,11.310185185185185,14,4,8,316.0,97.0,217.42857142857142,181.7
Karlen McCaffrey,India,Mint Chip Choco,2022-07-15,10990,184,2022,7,15,Friday,4,28,3,0,59.72826086956522,14,2,15,216.0,190.0,216.57142857142858,181.9
Kelci Walkden,India,Mint Chip Choco,2022-07-28,2870,120,2022,7,28,Thursday,3,30,3,0,23.916666666666668,14,2,16,184.0,103.0,219.0,182.33333333333334
Brien Boise,New Zealand,Mint Chip Choco,2022-08-01,63,181,2022,8,1,Monday,0,31,3,0,0.34806629834254144,14,3,3,120.0,2.0,244.57142857142858,186.6
Dotty Strutley,Australia,Mint Chip Choco,2022-08-01,6790,25,2022,8,1,Monday,0,31,3,0,271.6,14,0,8,181.0,285.0,207.42857142857142,180.4
Gunar Cockshoot,India,Mint Chip Choco,2022-08-08,4256,67,2022,8,8,Monday,0,32,3,0,63.52238805970149,14,2,10,25.0,410.0,158.42857142857142,179.56666666666666
Wilone O'Kielt,New Zealand,Mint Chip Choco,2022-08-19,11662,242,2022,8,19,Friday,4,33,3,0,48.1900826446281,14,3,24,67.0,316.0,147.85714285714286,179.36666666666667
Wilone O'Kielt,India,Mint Chip Choco,2022-08-22,1309,51,2022,8,22,Monday,0,34,3,0,25.666666666666668,14,2,24,242.0,216.0,124.28571428571429,176.23333333333332
Madelene Upcott,India,Mint Chip Choco,2022-08-24,3836,71,2022,8,24,Wednesday,2,34,3,0,54.028169014084504,14,2,17,51.0,184.0,108.14285714285714,175.16666666666666
Curtice Advani,USA,Mint Chip Choco,2022-08-24,4802,296,2022,8,24,Wednesday,2,34,3,0,16.222972972972972,14,5,6,71.0,120.0,133.28571428571428,183.0
Marney O'Breen,Canada,Orange Choco,2022-01-14,2723,425,2022,1,14,Friday,4,2,1,0,6.407058823529412,15,1,19,0.0,0.0,0.0,0.0
Marney O'Breen,USA,Orange Choco,2022-01-27,7595,181,2022,1,27,Thursday,3,4,1,0,41.96132596685083,15,5,19,425.0,0.0,0.0,0.0
Brien Boise,USA,Orange Choco,2022-01-28,6020,147,2022,1,28,Friday,4,4,1,0,40.95238095238095,15,5,3,181.0,0.0,0.0,0.0
Mallorie Waber,New Zealand,Orange Choco,2022-02-01,6510,23,2022,2,1,Tuesday,1,5,1,0,283.04347826086956,15,3,18,147.0,0.0,0.0,0.0
Kelci Walkden,USA,Orange Choco,2022-02-03,1379,138,2022,2,3,Thursday,3,5,1,0,9.992753623188406,15,5,16,23.0,0.0,0.0,0.0
Roddy Speechley,Canada,Orange Choco,2022-02-09,8148,85,2022,2,9,Wednesday,2,6,1,0,95.85882352941177,15,1,22,138.0,0.0,0.0,0.0
Jan Morforth,New Zealand,Orange Choco,2022-02-11,1225,84,2022,2,11,Friday,4,6,1,0,14.583333333333334,15,3,12,85.0,0.0,154.71428571428572,0.0
Ches Bonnell,India,Orange Choco,2022-02-16,1190,256,2022,2,16,Wednesday,2,7,1,0,4.6484375,15,2,5,84.0,425.0,130.57142857142858,0.0
Camilla Castle,Canada,Orange Choco,2022-02-17,7770,54,2022,2,17,Thursday,3,7,1,0,143.88888888888889,15,1,4,256.0,181.0,112.42857142857143,0.0
Dotty Strutley,USA,Orange Choco,2022-02-23,1379,107,2022,2,23,Wednesday,2,8,1,0,12.88785046728972,15,5,8,54.0,147.0,106.71428571428571,0.0
Wilone O'Kielt,USA,Orange Choco,2022-02-28,7042,37,2022,2,28,Monday,0,9,1,0,190.32432432432432,15,5,24,107.0,23.0,108.71428571428571,0.0
Mallorie Waber,Australia,Orange Choco,2022-03-07,14658,275,2022,3,7,Monday,0,10,1,0,53.301818181818184,15,0,18,37.0,138.0,128.28571428571428,0.0
Gigi Bohling,Australia,Orange Choco,2022-03-09,574,156,2022,3,9,Wednesday,2,10,1,0,3.6794871794871793,15,0,9,275.0,85.0,138.42857142857142,0.0
Barr Faughny,USA,Orange Choco,2022-03-10,3703,11,2022,3,10,Thursday,3,10,1,0,336.6363636363636,15,5,1,156.0,84.0,128.0,0.0
Dennison Crosswaite,New Zealand,Orange Choco,2022-03-16,4571,140,2022,3,16,Wednesday,2,11,1,0,32.65,15,3,7,11.0,256.0,111.42857142857143,0.0
Dennison Crosswaite,India,Orange Choco,2022-03-18,784,129,2022,3,18,Friday,4,11,1,0,6.077519379844961,15,2,7,140.0,54.0,122.14285714285714,0.0
Jehu Rudeforth,Australia,Orange Choco,2022-03-23,13706,26,2022,3,23,Wednesday,2,12,1,0,527.1538461538462,15,0,13,129.0,107.0,110.57142857142857,0.0
Mallorie Waber,Canada,Orange Choco,2022-03-23,3577,178,2022,3,23,Wednesday,2,12,1,0,20.09550561797753,15,1,18,26.0,37.0,130.71428571428572,0.0
Roddy Speechley,New Zealand,Orange Choco,2022-04-01,49,97,2022,4,1,Friday,4,13,2,0,0.5051546391752577,15,3,22,178.0,275.0,105.28571428571429,0.0
Madelene Upcott,Australia,Orange Choco,2022-04-15,6713,398,2022,4,15,Friday,4,15,2,0,16.866834170854272,15,0,17,97.0,156.0,139.85714285714286,0.0
Oby Sorrel,UK,Orange Choco,2022-04-15,7315,237,2022,4,15,Friday,4,15,2,0,30.864978902953588,15,4,20,398.0,11.0,172.14285714285714,0.0
Ches Bonnell,UK,Orange Choco,2022-04-27,14238,54,2022,4,27,Wednesday,2,17,2,0,263.6666666666667,15,4,5,237.0,140.0,159.85714285714286,0.0
Oby Sorrel,Canada,Orange Choco,2022-04-27,8757,338,2022,4,27,Wednesday,2,17,2,0,25.90828402366864,15,1,20,54.0,129.0,189.71428571428572,0.0
Kelci Walkden,Australia,Orange Choco,2022-04-29,11116,432,2022,4,29,Friday,4,17,2,0,25.73148148148148,15,0,16,338.0,26.0,247.71428571428572,0.0
Beverie Moffet,Canada,Orange Choco,2022-05-10,8722,109,2022,5,10,Tuesday,1,19,2,0,80.01834862385321,15,1,2,432.0,178.0,237.85714285714286,0.0
Karlen McCaffrey,USA,Orange Choco,2022-05-12,11095,401,2022,5,12,Thursday,3,19,2,0,27.668329177057355,15,5,15,109.0,97.0,281.2857142857143,0.0
Madelene Upcott,USA,Orange Choco,2022-05-16,7742,138,2022,5,16,Monday,0,20,2,0,56.10144927536232,15,5,17,401.0,398.0,244.14285714285714,0.0
Gigi Bohling,New Zealand,Orange Choco,2022-05-16,8204,307,2022,5,16,Monday,0,20,2,0,26.72312703583062,15,3,9,138.0,237.0,254.14285714285714,0.0
Andria Kimpton,India,Orange Choco,2022-05-30,301,421,2022,5,30,Monday,0,22,2,0,0.7149643705463183,15,2,0,307.0,54.0,306.57142857142856,0.0
Marney O'Breen,UK,Orange Choco,2022-06-06,11319,12,2022,6,6,Monday,0,23,2,0,943.25,15,4,19,421.0,338.0,260.0,179.86666666666667
Kelci Walkden,India,Orange Choco,2022-06-07,9408,138,2022,6,7,Tuesday,1,23,2,0,68.17391304347827,15,2,16,12.0,432.0,218.0,170.3
Ches Bonnell,USA,Orange Choco,2022-06-10,1743,69,2022,6,10,Friday,4,23,2,0,25.26086956521739,15,5,5,138.0,109.0,212.28571428571428,166.56666666666666
Andria Kimpton,New Zealand,Orange Choco,2022-06-14,8169,88,2022,6,14,Tuesday,1,24,2,0,92.82954545454545,15,3,0,69.0,401.0,167.57142857142858,164.6
Jan Morforth,UK,Orange Choco,2022-06-15,3780,201,2022,6,15,Wednesday,2,24,2,0,18.80597014925373,15,4,12,88.0,138.0,176.57142857142858,170.53333333333333
Jehu Rudeforth,Canada,Orange Choco,2022-06-23,3857,512,2022,6,23,Thursday,3,25,2,0,7.533203125,15,1,13,201.0,307.0,205.85714285714286,183.0
Roddy Speechley,India,Orange Choco,2022-06-27,4053,19,2022,6,27,Monday,0,26,2,0,213.31578947368422,15,2,22,512.0,421.0,148.42857142857142,180.8
Karlen McCaffrey,India,Orange Choco,2022-06-27,3122,149,2022,6,27,Monday,0,26,2,0,20.953020134228186,15,2,15,19.0,12.0,168.0,182.96666666666667
Husein Augar,Australia,Orange Choco,2022-06-28,8897,188,2022,6,28,Tuesday,1,26,2,0,47.32446808510638,15,0,11,149.0,138.0,175.14285714285714,180.7
Jan Morforth,USA,Orange Choco,2022-06-29,980,146,2022,6,29,Wednesday,2,26,2,0,6.712328767123288,15,5,12,188.0,69.0,186.14285714285714,183.76666666666668
Kaine Padly,UK,Orange Choco,2022-06-29,1960,191,2022,6,29,Wednesday,2,26,2,0,10.261780104712042,15,4,14,146.0,88.0,200.85714285714286,186.56666666666666
Barr Faughny,Canada,Orange Choco,2022-06-30,7602,18,2022,6,30,Thursday,3,26,2,0,422.3333333333333,15,1,1,191.0,201.0,174.71428571428572,185.93333333333334
Husein Augar,India,Orange Choco,2022-06-30,4361,40,2022,6,30,Thursday,3,26,2,0,109.025,15,2,11,18.0,512.0,107.28571428571429,178.1
Jan Morforth,Australia,Orange Choco,2022-07-04,3199,122,2022,7,4,Monday,0,27,3,0,26.221311475409838,15,0,12,40.0,19.0,122.0,176.96666666666667
Curtice Advani,Australia,Orange Choco,2022-07-12,854,136,2022,7,12,Tuesday,1,28,3,0,6.279411764705882,15,0,6,122.0,149.0,120.14285714285714,181.13333333333333
Jehu Rudeforth,USA,Orange Choco,2022-07-28,364,170,2022,7,28,Thursday,3,30,3,0,2.1411764705882352,15,5,13,136.0,188.0,117.57142857142857,182.13333333333333
Kelci Walkden,UK,Orange Choco,2022-08-01,3640,3,2022,8,1,Monday,0,31,3,0,1213.3333333333333,15,4,16,170.0,146.0,97.14285714285714,177.93333333333334
Dotty Strutley,New Zealand,Orange Choco,2022-08-04,2030,146,2022,8,4,Thursday,3,31,3,0,13.904109589041095,15,3,8,3.0,191.0,90.71428571428571,181.93333333333334
Andria Kimpton,Canada,Organic Choco Syrup,2022-01-04,8204,204,2022,1,4,Tuesday,1,1,1,0,40.21568627450981,16,1,0,0.0,0.0,0.0,0.0
Dennison Crosswaite,New Zealand,Organic Choco Syrup,2022-01-04,371,229,2022,1,4,Tuesday,1,1,1,0,1.6200873362445414,16,3,7,204.0,0.0,0.0,0.0
Barr Faughny,Australia,Organic Choco Syrup,2022-01-07,2303,33,2022,1,7,Friday,4,1,1,0,69.78787878787878,16,0,1,229.0,0.0,0.0,0.0
Roddy Speechley,Canada,Organic Choco Syrup,2022-01-10,4032,82,2022,1,10,Monday,0,2,1,0,49.170731707317074,16,1,22,33.0,0.0,0.0,0.0
Brien Boise,New Zealand,Organic Choco Syrup,2022-01-17,637,313,2022,1,17,Monday,0,3,1,0,2.0351437699680512,16,3,3,82.0,0.0,0.0,0.0
Andria Kimpton,India,Organic Choco Syrup,2022-01-18,3955,134,2022,1,18,Tuesday,1,3,1,0,29.51492537313433,16,2,0,313.0,0.0,0.0,0.0
Beverie Moffet,Australia,Organic Choco Syrup,2022-01-26,6790,356,2022,1,26,Wednesday,2,4,1,0,19.073033707865168,16,0,2,134.0,0.0,193.0,0.0
Madelene Upcott,India,Organic Choco Syrup,2022-01-26,4781,38,2022,1,26,Wednesday,2,4,1,0,125.8157894736842,16,2,17,356.0,204.0,169.28571428571428,0.0
Rafaelita Blaksland,Australia,Organic Choco Syrup,2022-01-26,994,105,2022,1,26,Wednesday,2,4,1,0,9.466666666666667,16,0,21,38.0,229.0,151.57142857142858,0.0
Dennison Crosswaite,India,Organic Choco Syrup,2022-01-27,8428,216,2022,1,27,Thursday,3,4,1,0,39.01851851851852,16,2,7,105.0,33.0,177.71428571428572,0.0
Dennison Crosswaite,Canada,Organic Choco Syrup,2022-01-28,8491,75,2022,1,28,Friday,4,4,1,0,113.21333333333334,16,1,7,216.0,82.0,176.71428571428572,0.0
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2022-01-31,2016,277,2022,1,31,Monday,0,5,1,0,7.277978339350181,16,3,24,75.0,313.0,171.57142857142858,0.0
Husein Augar,Australia,Organic Choco Syrup,2022-02-08,938,158,2022,2,8,Tuesday,1,6,1,0,5.936708860759493,16,0,11,277.0,134.0,175.0,0.0
Van Tuxwell,Canada,Organic Choco Syrup,2022-02-14,4067,42,2022,2,14,Monday,0,7,1,0,96.83333333333333,16,1,23,158.0,356.0,130.14285714285714,0.0
Oby Sorrel,New Zealand,Organic Choco Syrup,2022-02-17,15316,270,2022,2,17,Thursday,3,7,1,0,56.72592592592593,16,3,20,42.0,38.0,163.28571428571428,0.0
Curtice Advani,Canada,Organic Choco Syrup,2022-02-22,791,22,2022,2,22,Tuesday,1,8,1,0,35.95454545454545,16,1,6,270.0,105.0,151.42857142857142,0.0
Jan Morforth,New Zealand,Organic Choco Syrup,2022-03-02,1799,207,2022,3,2,Wednesday,2,9,1,0,8.690821256038648,16,3,12,22.0,216.0,150.14285714285714,0.0
Andria Kimpton,New Zealand,Organic Choco Syrup,2022-03-04,4935,39,2022,3,4,Friday,4,9,1,0,126.53846153846153,16,3,0,207.0,75.0,145.0,0.0
